cve_id,published_date,last_modified_date,description,cvss_score,cvss_severity,cwe_id,source
CVE-2025-50193,2026-03-02T16:16:19.953,2026-06-17T09:34:56.987,"Chamilo is a learning management system. Prior to version 1.11.30, there is an OS command Injection vulnerability in /plugin/vchamilo/views/import.php with the POST to_main_database parameter. This issue has been patched in version 1.11.30.",7.2,HIGH,CWE-78,security-advisories@github.com
CVE-2025-50194,2026-03-02T16:16:20.113,2026-06-17T09:34:57.113,"Chamilo is a learning management system. Prior to version 1.11.30, there is an OS Command Injection vulnerability in /main/cron/lang/check_parse_lang.php. This issue has been patched in version 1.11.30.",7.2,HIGH,CWE-78,security-advisories@github.com
CVE-2025-50195,2026-03-02T16:16:20.300,2026-06-17T09:34:57.233,"Chamilo is a learning management system. Prior to version 1.11.30, there is an OS Command Injection vulnerability in /plugin/vchamilo/views/manage.controller.php. This issue has been patched in version 1.11.30.",7.2,HIGH,CWE-78,security-advisories@github.com
CVE-2025-50196,2026-03-02T16:16:20.553,2026-06-17T09:34:57.360,"Chamilo is a learning management system. Prior to version 1.11.30, there is an OS Command Injection vulnerability in /plugin/vchamilo/views/editinstance.php via the POST main_database parameter. This issue has been patched in version 1.11.30.",7.2,HIGH,CWE-78,security-advisories@github.com
CVE-2025-50197,2026-03-02T16:16:20.707,2026-06-17T09:34:57.483,"Chamilo is a learning management system. Prior to version 1.11.30, there is an OS Command Injection vulnerability in /main/admin/sub_language_ajax.inc.php via the POST new_language parameter. This issue has been patched in version 1.11.30.",7.2,HIGH,CWE-78,security-advisories@github.com
CVE-2026-28403,2026-03-02T16:16:25.750,2026-06-17T10:28:33.560,"Textream is a free macOS teleprompter app. Prior to version 1.5.1, the `DirectorServer` WebSocket server (`ws://127.0.0.1:<httpPort+1>`) accepts connections from any origin without validating the HTTP `Origin` header during the WebSocket handshake. A malicious web page visited in the same browser session can silently connect to the local WebSocket server and send arbitrary `DirectorCommand` payloads, allowing full remote control of the teleprompter content. Version 1.5.1 fixes the issue.",7.6,HIGH,CWE-346,security-advisories@github.com
CVE-2026-28412,2026-03-02T16:16:25.930,2026-06-17T10:28:34.513,"Textream is a free macOS teleprompter app. Prior to version 1.5.1, the `DirectorServer` WebSocket server imposes no limit on concurrent connections. Combined with a broadcast timer that sends state to all connected clients every 100 ms, an attacker can exhaust CPU and memory by flooding the server with connections, causing the Textream application to freeze and crash during a live session. Version 1.5.1 fixes the issue.",6.5,MEDIUM,CWE-400,security-advisories@github.com
CVE-2025-70252,2026-03-02T17:16:28.783,2026-06-17T10:03:15.983,"An issue was discovered in /goform/WifiWpsStart in Tenda AC6V2.0 V15.03.06.23_multi. The index and mode are controllable. If the conditions are met to sprintf, they will be spliced into tmp. It is worth noting that there is no size check,which leads to a stack overflow vulnerability.",7.5,HIGH,CWE-121,cve@mitre.org
CVE-2026-28399,2026-03-02T17:16:35.073,2026-06-17T10:28:33.123,"NocoDB is software for building databases as spreadsheets. Prior to version 0.301.3, an authenticated user with Creator role can inject arbitrary SQL via the DATEADD formula's unit parameter. This issue has been patched in version 0.301.3.",8.8,HIGH,CWE-89,security-advisories@github.com
CVE-2026-0654,2026-03-02T18:16:25.983,2026-06-17T10:11:09.347,"Improper input handling in the administration web interface on TP-Link Deco BE25 v1.0 allows crafted input to be executed as part of an OS command.  An authenticated adjacent attacker may execute arbitrary commands via crafted configuration file, impacting confidentiality, integrity and availability of the device. This issue affects Deco BE25 v1.0: through 1.1.1 Build 20250822.",8.0,HIGH,CWE-78,f23511db-6c3e-4e32-a477-6aa17d310630
CVE-2026-0655,2026-03-02T18:16:26.170,2026-06-17T10:11:09.467,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in TP-Link Deco BE25 v1.0 (web modules) allows authenticated adjacent attacker to read arbitrary files or cause denial of service.  This issue affects Deco BE25 v1.0: through 1.1.1 Build 20250822.,8.0,HIGH,CWE-22,f23511db-6c3e-4e32-a477-6aa17d310630
CVE-2025-48582,2026-03-02T19:16:26.523,2026-06-17T09:29:54.347,"In multiple locations, there is a possible way to delete media without the MANAGE_EXTERNAL_STORAGE permission due to an intent redirect. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.4,HIGH,CWE-59,security@android.com
CVE-2025-48602,2026-03-02T19:16:26.843,2026-06-17T09:29:57.130,"In exitKeyguardAndFinishSurfaceBehindRemoteAnimation of KeyguardViewMediator.java, there is a possible lockscreen bypass due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.4,HIGH,CWE-693,security@android.com
CVE-2025-48605,2026-03-02T19:16:26.947,2026-06-17T09:29:57.557,"In multiple functions of KeyguardViewMediator.java, there is a possible lockscreen bypass due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.4,HIGH,CWE-693,security@android.com
CVE-2025-48613,2026-03-02T19:16:27.160,2026-06-17T09:29:58.653,"In VBMeta, there is a possible way to modify and resign VBMeta using a test key, assuming the original image was previously signed with the same key. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,HIGH,CWE-269,security@android.com
CVE-2025-48619,2026-03-02T19:16:27.270,2026-06-17T09:29:59.470,"In multiple functions of ContentProvider.java, there is a possible way for an app with read-only access to truncate files due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.4,HIGH,CWE-284,security@android.com
CVE-2025-48630,2026-03-02T19:16:27.370,2026-06-17T09:30:01.197,"In drawLayersInternal of SkiaRenderEngine.cpp, there is a possible way to access the GPU cache due to side channel information disclosure. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.4,HIGH,CWE-208,security@android.com
CVE-2025-48634,2026-03-02T19:16:27.680,2026-06-17T09:30:08.513,"In relayoutWindow of WindowManagerService.java, there is a possible tapjack attack due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.3,HIGH,CWE-862,security@android.com
CVE-2025-48635,2026-03-02T19:16:27.787,2026-06-17T09:30:08.683,"In multiple functions of TaskFragmentOrganizerController.java, there is a possible activity token leak due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.7,HIGH,CWE-200;CWE-532;CWE-693,security@android.com
CVE-2025-48641,2026-03-02T19:16:27.997,2026-06-17T09:30:09.607,"In multiple functions of Nfc.h, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.0,HIGH,CWE-362,security@android.com
CVE-2025-48645,2026-03-02T19:16:28.320,2026-06-17T09:30:10.263,"In loadDescription of DeviceAdminInfo.java, there is a possible persistent package due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,HIGH,CWE-269,security@android.com
CVE-2025-48653,2026-03-02T19:16:28.637,2026-06-17T09:30:11.427,"In loadDataAndPostValue of multiple files, there is a possible way to obscure permission usage due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,HIGH,CWE-693,security@android.com
CVE-2025-48654,2026-03-02T19:16:28.747,2026-06-17T09:30:11.567,"In onStart of CompanionDeviceManagerService.java, there is a possible confused deputy due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,HIGH,CWE-610,security@android.com
CVE-2026-0007,2026-03-02T19:16:29.250,2026-06-17T10:10:14.240,"In writeToParcel of WindowInfo.cpp, there is a possible way to trick a user into accepting a permission due to a tapjacking/overlay attack. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.6,HIGH,CWE-1021,security@android.com
CVE-2026-0010,2026-03-02T19:16:29.470,2026-06-17T10:10:14.673,"In onTransact of IDrmManagerService.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.4,HIGH,CWE-787,security@android.com
CVE-2026-0011,2026-03-02T19:16:29.590,2026-06-17T10:10:14.817,"In enableSystemPackageLPw of Settings.java, there is a possible way to prevent location access from working due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.4,HIGH,CWE-693;CWE-703,security@android.com
CVE-2026-0017,2026-03-02T19:16:30.133,2026-06-17T10:10:15.677,"In onChange of BiometricService.java, there is a possible way to enable fingerprint unlock due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.7,HIGH,CWE-285;CWE-693,security@android.com
CVE-2026-0023,2026-03-02T19:16:30.460,2026-06-17T10:10:16.317,"In createSessionInternal of PackageInstallerService.java, there is a possible way for an app to update its ownership due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,HIGH,CWE-269,security@android.com
CVE-2026-0025,2026-03-02T19:16:30.673,2026-06-17T10:10:16.650,"In hasImage of Notification.java, there is a possible way to reveal information across users due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",8.4,HIGH,CWE-200,security@android.com
CVE-2026-0026,2026-03-02T19:16:30.783,2026-06-17T10:10:16.790,"In removePermission of PermissionManagerServiceImpl.java, there is a possible way to override any system permission  due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",7.8,HIGH,CWE-862,security@android.com
CVE-2026-25884,2026-03-02T20:16:26.560,2026-06-17T10:25:22.703,"Exiv2 is a C++ library and a command-line utility to read, write, delete and modify Exif, IPTC, XMP and ICC image metadata. Prior to version 0.28.8, an out-of-bounds read was found. The vulnerability is in the CRW image parser. This issue has been patched in version 0.28.8.",8.1,HIGH,CWE-125,security-advisories@github.com
CVE-2026-27596,2026-03-02T20:16:27.217,2026-06-17T10:27:21.837,"Exiv2 is a C++ library and a command-line utility to read, write, delete and modify Exif, IPTC, XMP and ICC image metadata. Prior to version 0.28.8, an out-of-bounds read was found in Exiv2. The vulnerability is in the preview component, which is only triggered when running Exiv2 with an extra command line argument, like -pp. The out-of-bounds read is at a 4GB offset, which usually causes Exiv2 to crash. This issue has been patched in version 0.28.8.",7.5,HIGH,CWE-125;CWE-191,security-advisories@github.com
CVE-2025-15595,2026-03-03T07:16:09.830,2026-06-17T08:38:05.330,Privilege escalation via dll hijacking in Inno Setup 6.2.1 and ealier versions.,7.8,HIGH,CWE-1390,db4dfee8-a97e-4877-bfae-eba6d14a2166
CVE-2026-1874,2026-03-03T07:16:10.067,2026-06-17T10:16:38.670,Always-Incorrect Control Flow Implementation vulnerability in Mitsubishi Electric Corporation MELSEC iQ-F Series FX5-ENET/IP Ethernet Module FX5-ENET/IP versions 1.106 and prior and Mitsubishi Electric Corporation MELSEC iQ-F Series FX5-EIP EtherNet/IP Module FX5-EIP versions 1.000 and prior allows a remote attacker to cause a denial-of-service (DoS) condition on the products by continuously sending UDP packets to the products. A system reset of the product is required for recovery.,7.5,HIGH,CWE-670,Mitsubishielectric.Psirt@yd.MitsubishiElectric.co.jp
CVE-2026-1875,2026-03-03T07:16:10.277,2026-06-17T10:16:38.790,Improper Resource Shutdown or Release vulnerability in Mitsubishi Electric Corporation MELSEC iQ-F Series FX5-EIP EtherNet/IP Module FX5-EIP versions 1.000 and prior allows a remote attacker to cause a denial-of-service (DoS) condition on the products by continuously sending UDP packets to the products. A system reset of the product is required for recovery.,7.5,HIGH,CWE-404,Mitsubishielectric.Psirt@yd.MitsubishiElectric.co.jp
CVE-2026-1876,2026-03-03T08:16:08.970,2026-06-17T10:16:38.920,Improper Resource Shutdown or Release vulnerability in Mitsubishi Electric Corporation MELSEC iQ-F Series FX5-ENET/IP Ethernet Module FX5-ENET/IP all versions allows a remote attacker to cause a denial-of-service (DoS) condition on the products by continuously sending UDP packets to the products. A system reset of the product is required for recovery.,7.5,HIGH,CWE-404,Mitsubishielectric.Psirt@yd.MitsubishiElectric.co.jp
CVE-2026-3463,2026-03-03T12:16:06.880,2026-06-17T10:43:37.410,A weakness has been identified in xlnt-community xlnt up to 1.6.1. Impacted is the function xlnt::detail::binary_writer::append of the file source/detail/binary.hpp of the component Compound Document Parser. This manipulation causes heap-based buffer overflow. The attack can only be executed locally. The exploit has been made available to the public and could be used for attacks. Patch name: 147. It is suggested to install a patch to address this issue.,3.3,LOW,CWE-119;CWE-122,cna@vuldb.com
CVE-2026-3342,2026-03-03T14:15:56.643,2026-06-17T10:43:26.403,"An Out-of-bounds Write vulnerability in WatchGuard Fireware OS may allow an authenticated privileged administrator to execute arbitrary code with root permissions via an exposed management interface.  This vulnerability affects Fireware OS 11.9 up to and including 11.12.4_Update1, 12.0 up to and including 12.11.7 and 2025.1 up to and including 2026.1.1.",7.2,HIGH,CWE-787,5d1c2695-1a31-4499-88ae-e847036fd7e3
CVE-2025-64736,2026-03-03T15:16:15.920,2026-06-17T09:55:07.643,An out-of-bounds read vulnerability exists in the ABF parsing functionality of The Biosig Project libbiosig 3.9.2 and Master Branch (5462afb0). A specially crafted .abf file can lead to an information leak. An attacker can provide a malicious file to trigger this vulnerability.,6.1,MEDIUM,CWE-125,talos-cna@cisco.com
CVE-2026-2637,2026-03-03T15:16:20.950,2026-06-17T10:31:26.640,iBoysoft NTFS for Mac contains a local privilege escalation vulnerability in its privileged helper daemon ntfshelperd. The daemon exposes an NSConnection service that runs as root without implementing any authentication or authorization checks.  This issue affects iBoysoft NTFS: 8.0.0.,7.8,HIGH,CWE-732,help@fluidattacks.com
CVE-2025-62817,2026-03-03T17:16:17.213,2026-06-17T09:52:30.210,"An issue was discovered in Samsung Mobile Processor Exynos 1280, 2200, 1380, 1480, 2400, 1580, and 2500. A NULL pointer dereference of session->ncp_hdr_buf in __pilot_parsing_ncp() causes a denial of service.",7.5,HIGH,CWE-476,cve@mitre.org
CVE-2023-31044,2026-03-03T18:16:21.193,2026-06-17T05:56:09.840,"An issue was discovered in Nokia Impact before Mobile 23_FP1. In Impact DM 19.11 onwards, a remote authenticated user, using the Add Campaign functionality, can inject a malicious payload within the Campaign Name. This data can be exported to a CSV file. Attackers can populate data fields that may attempt data exfiltration or other malicious activity when automatically executed by the spreadsheet software.",2.0,LOW,CWE-94,cve@mitre.org
CVE-2025-63909,2026-03-03T18:16:23.480,2026-06-17T09:53:39.523,Incorrect access control in the component /opt/SRLtzm/bin/TapeDumper of Cohesity TranZman Migration Appliance Release 4.0 Build 14614 allows attackers to escalate privileges to root and read and write arbitrary files.,7.2,HIGH,CWE-269,cve@mitre.org
CVE-2025-63912,2026-03-03T18:16:23.920,2026-06-17T09:53:39.883,"Cohesity TranZman Migration Appliance Release 4.0 Build 14614 was discovered to use a weak cryptography algorithm for data encryption, allowing attackers to trivially reverse the encyption and expose credentials.",7.5,HIGH,CWE-327,cve@mitre.org
CVE-2026-3437,2026-03-03T18:16:25.953,2026-06-17T10:43:35.330,An Improper Restriction of Operations within the Bounds of a Memory Buffer vulnerability in Portwell Engineering Toolkits version 4.8.2 could allow a local authenticated attacker to read and write to arbitrary memory via the Portwell Engineering Toolkits driver. Successful exploitation of this vulnerability could result in escalation of privileges or cause a denial-of-service condition.,7.8,HIGH,CWE-119,ics-cert@hq.dhs.gov
CVE-2024-55019,2026-03-03T20:16:40.680,2026-06-17T08:10:53.293,"Incorrect access control in the component download_wb.cgi of Weintek cMT-3072XH2 easyweb Web Version v2.1.53, OS v20231011 allows unauthenticated attack to download arbitrary files.",7.5,HIGH,CWE-284,cve@mitre.org
CVE-2024-55021,2026-03-03T20:16:41.000,2026-06-17T08:10:53.603,"Weintek cMT-3072XH2 easyweb v2.1.53, OS v20231011 was discovered to contain a hardcoded password in the FTP protocol.",7.5,HIGH,CWE-78;CWE-798,cve@mitre.org
CVE-2025-13616,2026-03-03T20:16:42.203,2026-06-17T08:34:27.260,IBM DataStage on Cloud Pak for Data 5.1.2 through 5.3.0 returns sensitive information in an HTTP response that could be used in further attacks against the system.,6.5,MEDIUM,CWE-497,psirt@us.ibm.com
CVE-2025-14604,2026-03-03T20:16:42.600,2026-06-17T08:36:14.930,"IBM Storage Scale IBM S through rage Scale 5.2.3.0 - 5.2.3.5, and IBM S through rage Scale 6.0.0.0 - 6.0.0.1 could allow a local user to unintentionally trigger additional permissions for resources in a way that allows that resource to be executed by unintended actors.",6.6,MEDIUM,CWE-732,psirt@us.ibm.com
CVE-2025-36363,2026-03-03T20:16:43.120,2026-06-17T09:14:40.307,IBM DevOps Plan 3.0.0 through 3.0.5 uses an inadequate account lockout setting that could allow a remote attacker to brute force account credentials.,5.9,MEDIUM,CWE-307,psirt@us.ibm.com
CVE-2026-0869,2026-03-03T20:16:45.797,2026-06-17T10:11:31.897,Authentication bypass in Brocade ASCG 3.4.0 Could allow an unauthorized user to perform ASCG operations related to Brocade Support Link(BSL) and streaming configuration. and could even disable the ASCG application or disable use of BSL data collection on Brocade switches within the fabric.,8.8,HIGH,CWE-305,sirt@brocade.com
CVE-2026-26892,2026-03-03T20:16:49.220,2026-06-17T10:26:23.680,Sourcecodester Logistic Hub Parcel's Management System v1.0 is vulnerable to SQL Injection in /manage_carrier.php.,7.2,HIGH,CWE-89,cve@mitre.org
CVE-2026-29022,2026-03-03T20:16:49.433,2026-06-17T10:29:29.097,dr_libs dr_wav.h version 0.14.4 and earlier (fixed in commit 8a7258c) contain a heap buffer overflow vulnerability in the drwav__read_smpl_to_metadata_obj() function of dr_wav.h that allows memory corruption via crafted WAV files. Attackers can exploit a mismatch between sampleLoopCount validation in pass 1 and unconditional processing in pass 2 to overflow heap allocations with 36 bytes of attacker-controlled data through any drwav_init_*_with_metadata() call on untrusted input.,7.3,HIGH,CWE-122;CWE-787,disclosure@vulncheck.com
CVE-2026-2915,2026-03-03T20:16:49.980,2026-06-17T10:32:01.800,HP System Event Utility might allow denial of service with elevated arbitrary file writes. This potential vulnerability was                remediated with HP System Event Utility version 3.2.16.,7.1,HIGH,CWE-276;CWE-732,hp-security-alert@hp.com
CVE-2026-3484,2026-03-03T20:16:50.430,2026-06-17T10:43:39.480,"A vulnerability was detected in PhialsBasement nmap-mcp-server up to bee6d23547d57ae02460022f7c78ac0893092e38. Affected by this issue is the function child_process.exec of the file src/index.ts of the component Nmap CLI Command Handler. The manipulation results in command injection. The attack may be performed from remote. This product utilizes a rolling release system for continuous delivery, and as such, version information for affected or updated releases is not disclosed. The patch is identified as 30a6b9e1c7fa6146f51e28d6ab83a2568d9a3488. It is best practice to apply a patch to resolve this issue.",6.3,MEDIUM,CWE-74;CWE-77,cna@vuldb.com
CVE-2025-13686,2026-03-03T21:15:55.933,2026-06-17T08:34:35.043,IBM DataStage on Cloud Pak for Data 5.1.2 through 5.3.0 could allow an authenticated user to execute arbitrary commands with normal user privileges on the system due to improper validation of user supplied input through the job subroutine component.,6.3,MEDIUM,CWE-78,psirt@us.ibm.com
CVE-2025-13687,2026-03-03T21:15:56.113,2026-06-17T08:34:35.153,IBM DataStage on Cloud Pak for Data 5.1.2 through 5.3.0 could allow an authenticated user to execute arbitrary commands with normal user privileges on the system due to improper validation of user supplied input through the user-defined function component.,6.3,MEDIUM,CWE-78,psirt@us.ibm.com
CVE-2025-13688,2026-03-03T21:15:56.287,2026-06-17T08:34:35.267,IBM DataStage on Cloud Pak for Data 5.1.2 through 5.3.0 could allow an authenticated user to execute arbitrary commands with normal user privileges on the system due to improper validation of user supplied input through the wrapped command component.,6.3,MEDIUM,CWE-78,psirt@us.ibm.com
CVE-2025-14480,2026-03-03T21:15:56.673,2026-06-17T08:35:59.680,IBM Aspera faspio Gateway 1.3.6 uses weaker than expected cryptographic algorithms that could allow an attacker to decrypt highly sensitive information,5.1,MEDIUM,CWE-327,psirt@us.ibm.com
CVE-2026-1567,2026-03-03T21:15:57.617,2026-06-17T10:16:04.963,IBM InfoSphere Information Server 11.7.0.0 through 11.7.1.6 An XML External Entity (XXE) vulnerability in IBM InfoSphere Information Server could allow attackers to retrieve sensitive information from the server.,7.1,HIGH,CWE-611,psirt@us.ibm.com
CVE-2026-24502,2026-03-03T21:15:58.240,2026-06-17T10:23:09.483,"Dell Command | Intel vPro Out of Band, versions prior to 4.7.0, contain an Uncontrolled Search Path Element vulnerability. A low privileged attacker with local access could potentially exploit this vulnerability, leading to Elevation of privileges.",8.8,HIGH,CWE-427,security_alert@emc.com
CVE-2026-25906,2026-03-03T21:15:58.520,2026-06-17T10:25:25.003,"Dell Optimizer, versions prior to 6.3.1, contain an Improper Link Resolution Before File Access ('Link Following') vulnerability. A low privileged attacker with local access could potentially exploit this vulnerability, leading to Elevation of Privileges.",7.3,HIGH,CWE-59,security_alert@emc.com
CVE-2026-3486,2026-03-03T21:16:02.903,2026-06-17T10:43:39.757,A vulnerability has been found in itsourcecode College Management System 1.0. This vulnerability affects unknown code of the file /admin/student-fee.php. Such manipulation of the argument roll_no leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.,4.7,MEDIUM,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-25146,2026-03-03T22:16:28.603,2026-06-17T10:24:11.307,"OpenEMR is a free and open source electronic health records and medical practice management application. From 5.0.2 to before 8.0.0, there are (at least) two paths where the gateway_api_key secret value is rendered to the client in plaintext. These secret keys being leaked could result in arbitrary money movement or broad account takeover of payment gateway APIs. This vulnerability is fixed in 8.0.0.",9.6,CRITICAL,CWE-200,security-advisories@github.com
CVE-2026-3487,2026-03-03T22:16:29.850,2026-06-17T10:43:39.897,A vulnerability was found in itsourcecode College Management System 1.0. This issue affects some unknown processing of the file /admin/class-result.php. Performing a manipulation of the argument course_code results in sql injection. The attack can be initiated remotely. The exploit has been made public and could be used.,4.7,MEDIUM,CWE-74;CWE-89,cna@vuldb.com
CVE-2026-27622,2026-03-03T23:15:55.737,2026-06-17T10:27:24.380,"OpenEXR provides the specification and reference implementation of the EXR file format, an image storage format for the motion picture industry. In CompositeDeepScanLine::readPixels, per-pixel totals are accumulated in vector<unsigned int> total_sizes for attacker-controlled large counts across many parts, total_sizes[ptr] wraps modulo 2^32.  overall_sample_count is then derived from wrapped totals and used in samples[channel].resize(overall_sample_count). Decode pointer setup/consumption proceeds with true sample counts, and write operations in core unpack (generic_unpack_deep_pointers) overrun the undersized composite sample buffer. This vulnerability is fixed in v3.2.6, v3.3.8, and v3.4.6.",7.8,HIGH,CWE-787,security-advisories@github.com
CVE-2026-27905,2026-03-03T23:15:55.897,2026-06-17T10:27:51.410,"BentoML is a Python library for building online serving systems optimized for AI apps and model inference. Prior to 1.4.36, the safe_extract_tarfile() function validates that each tar member's path is within the destination directory, but for symlink members it only validates the symlink's own path, not the symlink's target. An attacker can create a malicious bento/model tar file containing a symlink pointing outside the extraction directory, followed by a regular file that writes through the symlink, achieving arbitrary file write on the host filesystem. This vulnerability is fixed in 1.4.36.",7.8,HIGH,CWE-59,security-advisories@github.com
CVE-2026-28289,2026-03-03T23:15:56.550,2026-06-17T10:28:26.197,FreeScout is a free help desk and shared inbox built with PHP's Laravel framework. A patch bypass vulnerability for CVE-2026-27636 in FreeScout 1.8.206 and earlier allows any authenticated user with file upload permissions to achieve Remote Code Execution (RCE) on the server by uploading a malicious .htaccess file using a zero-width space character prefix to bypass the security check. The vulnerability exists in the sanitizeUploadedFileName() function in app/Http/Helper.php. The function contains a Time-of-Check to Time-of-Use (TOCTOU) flaw where the dot-prefix check occurs before sanitization removes invisible characters. This vulnerability is fixed in 1.8.207.,10.0,CRITICAL,CWE-434,security-advisories@github.com
CVE-2026-3452,2026-03-04T02:15:54.840,2026-06-17T10:43:36.453,Concrete CMS below version 9.4.8 is vulnerable to Remote Code Execution by stored PHP object injection into the Express Entry List block via the columns parameter. An authenticated administrator can store attacker-controlled serialized data in block configuration fields that are later passed to unserialize() without class restrictions or integrity checks. The Concrete CMS security team gave this vulnerability a CVSS v.4.0 score of 8.9 with vector CVSS:4.0/AV:N/AC:H/AT:P/PR:H/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H. Thanks YJK ( @YJK0805 https://hackerone.com/yjk0805 ) of  ZUSO ART https://zuso.ai/  for reporting.,7.2,HIGH,CWE-502,ff5b8ace-8b95-4078-9743-eac1ca5451de
CVE-2026-28770,2026-03-04T07:16:14.093,2026-06-17T10:29:00.610,"Improper neutralization of special elements in the /IDC_Logging/checkifdone.cgi script in International Datacasting Corporation (IDC) SFX Series SuperFlex Satellite Receiver Web management Interface version 101 allows for XML Injection. The application reflects un-sanitized user input from the `file` parameter directly into a CDATA block, allowing an authenticated attacker to break out of the tags and inject arbitrary XML elements. An actor is confirmed to be able to turn this into an reflected XSS but further abuse such as XXE may be possible",8.8,HIGH,CWE-91,b7efe717-a805-47cf-8e9a-921fca0ce0ce
CVE-2026-28773,2026-03-04T08:16:13.497,2026-06-17T10:29:00.957,The web-based Ping diagnostic utility (/IDC_Ping/main.cgi) in International Datacasting Corporation (IDC) SFX Series SuperFlex Satellite  Receiver Web Management Interface version 101 is vulnerable to OS Command Injection. The application insecurely parses the `IPaddr` parameter. An authenticated attacker can bypass server-side semicolon exclusion checks by using alternate shell metacharacters (such as the pipe `|` operator) to append and execute arbitrary shell commands with root privileges.,8.8,HIGH,CWE-78,b7efe717-a805-47cf-8e9a-921fca0ce0ce
CVE-2026-28774,2026-03-04T08:16:13.650,2026-06-17T10:29:01.077,"An OS Command Injection vulnerability exists in the web-based Traceroute diagnostic utility of International Datacasting Corporation (IDC) SFX Series SuperFlex SatelliteReceiver Web Management Interface version 101. An authenticated attacker can inject arbitrary shell metacharacters (such as the pipe `|` operator) into the flags parameter, leading to the execution of arbitrary operating system commands with root privileges.",8.8,HIGH,CWE-78,b7efe717-a805-47cf-8e9a-921fca0ce0ce
CVE-2026-29120,2026-03-04T08:16:14.587,2026-06-17T10:29:37.853,"The /root/anaconda-ks.cfg installation configuration file in International Datacasting Corporation (IDC) SFX Series(SFX2100) SuperFlex Satellite Receiver insecurely stores the hardcoded root password hash. The password itself is highly insecure and susceptible to offline dictionary attacks using the rockyou.txt wordlist. Because direct root SSH login is disabled, an attacker must first obtain low-privileged access to the system (e.g., via other vulnerabilities) to be able to log in as the root user. The password is hardcoded and so allows for an actor with local access on effected versions to escalate to root",7.8,HIGH,CWE-798,b7efe717-a805-47cf-8e9a-921fca0ce0ce
CVE-2025-66168,2026-03-04T09:15:54.757,2026-06-17T09:56:26.157,"WARNING:  Users of 6.x should upgrade to 6.2.4 or later as the fix was missed in previous 6.x releases.  See the  following for more details:  https://activemq.apache.org/security-advisories.data/CVE-2026-40046-announcement.txt   https://www.cve.org/CVERecord?id=CVE-2026-40046     Original Report:  Apache ActiveMQ does not properly validate the remaining length field which may lead to an overflow during the decoding of malformed packets. When this integer overflow occurs, ActiveMQ may incorrectly compute the total Remaining Length and subsequently misinterpret the payload as multiple MQTT control packets which makes the broker susceptible to unexpected behavior when interacting with non-compliant clients. This behavior violates the MQTT v3.1.1 specification, which restricts Remaining Length to a maximum of 4 bytes. The scenario occurs on established connections after the authentication process. Brokers that are not enabling mqtt transport connectors are not impacted.  This issue affects Apache ActiveMQ: before 5.19.2, 6.0.0 to 6.1.8, and 6.2.0  Users are recommended to upgrade to version 5.19.2, 6.1.9, or 6.2.1, which fixes the issue.",5.4,MEDIUM,CWE-190,security@apache.org
CVE-2026-27442,2026-03-04T09:15:56.120,2026-06-17T10:27:09.823,"The GINA web interface in SEPPmail Secure Email Gateway before version 15.0.1 does not properly check attachment filenames in GINA-encrypted emails, allowing an attacker to access files on the gateway.",7.5,HIGH,CWE-22,vulnerability@ncsc.ch
